StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
5395,17,0,2,1,25,0,0,2,1,1,1,1,2.01,2.0
5396,16,0,0,3,20,5,0,1,1,1,1,1,3.24,1.0
5397,17,0,1,2,25,20,0,3,1,1,1,1,1.68,4.0
5398,17,1,0,2,20,20,0,2,1,1,1,1,2.82,1.0
5399,17,0,0,2,10,25,0,3,1,1,1,1,2.97,3.0
5400,17,0,1,1,30,15,0,3,1,1,1,1,3.45,1.0
5401,16,1,2,1,25,10,0,2,1,1,1,1,2.55,1.0
5402,18,0,0,2,30,5,0,3,1,1,1,1,3.06,3.0
5403,18,0,0,1,15,5,0,1,1,1,1,1,1.09,4.0
5404,17,1,1,2,10,25,0,1,1,1,1,1,1.18,3.0
5405,17,1,0,3,10,0,0,2,1,1,1,1,3.17,2.0
5406,15,0,2,2,10,0,0,1,1,1,1,1,2.83,2.0
5407,17,0,0,1,30,20,0,3,1,1,1,1,2.72,1.0
5408,17,1,0,3,30,10,0,1,1,1,1,1,1.25,3.0
5409,18,0,0,2,20,30,0,2,1,1,1,1,3.55,3.0
5410,17,0,2,2,20,25,0,2,1,1,1,1,2.72,4.0
5411,18,1,0,3,30,15,0,2,1,1,1,1,3.22,1.0
5412,18,1,0,1,10,10,0,2,1,1,1,1,1.48,1.0
5413,15,0,1,3,20,25,0,3,1,1,1,1,1.83,1.0
5414,17,1,2,2,10,10,0,2,1,1,1,1,3.43,4.0
5415,17,0,2,2,25,20,0,1,1,1,1,1,2.99,4.0
5416,17,1,0,2,15,0,0,2,1,1,1,1,3.68,4.0
5417,15,0,0,2,15,5,0,1,1,1,1,1,2.34,1.0
5418,17,0,1,3,30,25,0,1,1,1,1,1,1.16,1.0
5419,15,0,1,2,10,5,0,1,1,1,1,1,2.36,2.0
5420,16,1,1,3,25,15,0,3,1,1,1,1,3.73,1.0
5421,15,1,2,2,20,25,0,2,1,1,1,1,2.81,4.0
5422,15,1,0,2,25,5,0,1,1,1,1,1,2.37,3.0
5423,17,1,1,1,10,15,0,3,1,1,1,1,3.52,1.0
5424,16,0,1,1,20,30,0,2,1,1,1,1,3.34,4.0
5425,18,0,0,3,10,20,0,2,1,1,1,1,2.99,1.0
5426,18,1,1,3,30,20,0,3,1,1,1,1,2.0,4.0
5427,15,1,2,2,20,15,0,1,1,1,1,1,1.14,1.0
5428,17,1,0,3,30,30,0,3,1,1,1,1,3.09,1.0
5429,18,0,1,3,20,10,0,2,1,1,1,1,1.0,3.0
5430,15,1,0,1,30,10,0,3,1,1,1,1,2.42,3.0
5431,15,1,2,2,30,0,0,1,1,1,1,1,2.88,4.0
5432,15,1,0,2,15,30,0,1,1,1,1,1,2.26,4.0
5433,15,0,1,1,20,5,0,2,1,1,1,1,2.53,1.0
5434,18,1,2,1,15,15,0,3,1,1,1,1,1.02,3.0
5435,15,0,0,2,15,25,0,3,1,1,1,1,1.26,4.0
5436,17,1,1,2,10,0,0,2,1,1,1,1,2.6,4.0
5437,16,1,0,2,10,30,0,2,1,1,1,1,3.12,3.0
5438,15,0,1,2,30,20,0,1,1,1,1,1,1.68,3.0
5439,16,0,2,1,30,10,0,1,1,1,1,1,1.93,3.0
5440,16,1,1,3,30,0,0,1,1,1,1,1,1.45,3.0
5441,16,1,1,2,25,20,0,3,1,1,1,1,1.32,3.0
5442,16,0,0,2,20,30,0,3,1,1,1,1,1.42,1.0
5443,17,1,1,2,30,20,0,2,1,1,1,1,1.51,4.0
5444,15,1,2,1,20,5,0,3,1,1,1,1,2.57,4.0
5445,15,1,1,3,20,5,0,1,1,1,1,1,2.72,1.0
5446,18,0,0,1,30,5,0,1,1,1,1,1,3.33,3.0
5447,18,1,2,2,25,10,0,1,1,1,1,1,3.4,2.0
5448,18,0,1,1,10,5,0,3,1,1,1,1,2.75,1.0
5449,16,1,1,3,15,0,0,2,1,1,1,1,3.39,1.0
5450,15,1,1,3,30,30,0,2,1,1,1,1,3.13,3.0
5451,16,0,0,1,20,5,0,1,1,1,1,1,3.53,1.0
5452,18,0,2,3,20,15,0,1,1,1,1,1,1.86,1.0
5453,15,1,2,3,30,15,0,1,1,1,1,1,3.55,2.0
5454,18,1,2,3,20,5,0,3,1,1,1,1,3.38,1.0
5455,18,1,2,3,20,10,0,3,1,1,1,1,1.08,4.0
5456,17,1,1,2,15,15,0,2,1,1,1,1,3.73,4.0
5457,15,1,2,1,15,0,0,3,1,1,1,1,2.49,1.0
5458,16,1,0,2,10,30,0,2,1,1,1,1,2.79,4.0
5459,16,0,1,1,10,0,0,1,1,1,1,1,3.33,3.0
5460,15,1,0,3,20,0,0,2,1,1,1,1,1.33,2.0
5461,16,1,0,2,30,10,0,2,1,1,1,1,3.04,1.0
5462,15,1,0,2,10,25,0,3,1,1,1,1,2.47,3.0
5463,18,0,1,1,20,30,0,1,1,1,1,1,1.14,3.0
5464,17,0,2,3,10,0,0,3,1,1,1,1,1.82,3.0
5465,17,0,0,2,25,10,0,3,1,1,1,1,3.32,4.0
5466,17,0,1,2,20,20,0,3,1,1,1,1,1.53,3.0
5467,18,1,2,2,15,25,0,2,1,1,1,1,2.33,1.0
5468,15,1,0,2,20,25,0,2,1,1,1,1,2.1,4.0
5469,16,1,1,3,25,0,0,2,1,1,1,1,2.03,3.0
5470,18,0,0,2,25,20,0,2,1,1,1,1,2.92,4.0
5471,16,0,1,3,20,5,0,2,1,1,1,1,3.09,4.0
5472,15,0,2,3,15,5,0,3,1,1,1,1,1.39,3.0
5473,17,1,0,1,25,15,0,3,1,1,1,1,1.27,4.0
5474,15,0,1,1,25,15,0,2,1,1,1,1,2.61,1.0
5475,17,0,0,2,10,30,0,3,1,1,1,1,1.07,1.0
5476,16,1,0,1,30,25,0,1,1,1,1,1,2.03,4.0
5477,15,0,2,3,25,0,0,3,1,1,1,1,3.71,4.0
5478,15,1,2,2,20,30,0,3,1,1,1,1,2.47,1.0
5479,16,1,1,3,30,25,0,2,1,1,1,1,2.08,1.0
5480,18,0,1,3,15,25,0,2,1,1,1,1,3.74,4.0
5481,18,0,0,2,10,30,0,1,1,1,1,1,3.55,3.0
5482,16,1,2,3,20,0,0,2,1,1,1,1,3.78,4.0
5483,17,0,0,3,20,5,0,1,1,1,1,1,2.83,3.0
5484,16,0,0,1,25,5,0,2,1,1,1,1,3.04,3.0
5485,16,1,0,3,15,0,0,2,1,1,1,1,1.96,4.0
5486,15,0,2,1,25,20,0,3,1,1,1,1,3.09,3.0
5487,15,0,2,3,20,25,0,2,1,1,1,1,1.3,3.0
5488,17,1,0,2,15,25,0,1,1,1,1,1,3.38,3.0
5489,16,1,0,3,30,25,0,2,1,1,1,1,3.92,2.0
5490,17,0,1,2,10,10,0,1,1,1,1,1,3.06,3.0
5491,17,1,0,3,25,5,0,3,1,1,1,1,1.93,1.0
5492,17,0,1,1,20,10,0,3,1,1,1,1,1.53,1.0
5493,18,0,1,2,20,25,0,1,1,1,1,1,3.49,4.0
5494,15,0,0,2,20,0,0,3,1,1,1,1,2.48,2.0
5495,16,0,0,3,25,30,0,3,1,1,1,1,2.37,3.0
5496,16,1,0,1,20,20,0,3,1,1,1,1,3.83,1.0
5497,17,0,2,2,30,10,0,3,1,1,1,1,1.32,1.0
5498,18,1,2,3,25,5,0,3,1,1,1,1,3.32,2.0
5499,18,0,2,3,20,15,0,1,1,1,1,1,1.84,2.0
5500,15,1,1,1,10,10,0,3,1,1,1,1,1.31,4.0
5501,18,0,1,3,15,10,0,3,1,1,1,1,3.55,1.0
5502,15,1,0,1,15,30,0,1,1,1,1,1,3.14,4.0
5503,18,1,0,2,25,10,0,1,1,1,1,1,2.45,4.0
5504,16,1,0,1,20,5,0,3,1,1,1,1,2.31,1.0
5505,16,0,2,3,15,15,0,3,1,1,1,1,3.88,2.0
5506,15,1,2,1,15,15,0,3,1,1,1,1,2.2,3.0
5507,18,0,1,2,20,5,0,2,1,1,1,1,1.81,2.0
5508,15,1,2,2,20,20,0,2,1,1,1,1,3.89,1.0
5509,15,0,2,2,25,5,0,2,1,1,1,1,1.19,1.0
5510,16,1,0,1,10,25,0,2,1,1,1,1,2.72,3.0
5511,15,0,2,1,10,0,0,2,1,1,1,1,2.95,4.0
5512,16,1,0,2,25,5,0,1,1,1,1,1,2.04,2.0
5513,15,0,2,3,30,10,0,1,1,1,1,1,3.43,1.0
5514,16,0,1,1,20,25,0,3,1,1,1,1,2.38,1.0
5515,18,0,1,2,10,30,0,3,1,1,1,1,3.59,3.0
5516,16,1,2,3,15,20,0,2,1,1,1,1,3.15,2.0
5517,15,1,2,3,20,10,0,3,1,1,1,1,3.22,4.0
5518,16,0,1,2,10,0,0,2,1,1,1,1,2.43,1.0
5519,15,1,0,3,20,20,0,3,1,1,1,1,3.89,1.0
5520,18,1,2,2,30,5,0,2,1,1,1,1,2.66,2.0
5521,18,0,0,1,15,30,0,2,1,1,1,1,3.64,2.0
5522,15,1,1,2,25,0,0,1,1,1,1,1,3.75,3.0
5523,18,0,2,1,20,0,0,2,1,1,1,1,3.57,2.0
5524,15,1,2,3,10,30,0,2,1,1,1,1,1.44,1.0
5525,18,1,1,1,25,5,0,2,1,1,1,1,2.68,1.0
5526,15,1,2,3,25,25,0,2,1,1,1,1,2.89,1.0
5527,18,1,2,3,30,15,0,1,1,1,1,1,1.8,3.0
5528,18,1,1,1,20,5,0,2,1,1,1,1,2.81,3.0
5529,17,1,1,1,30,30,0,1,1,1,1,1,2.86,1.0
5530,16,0,1,1,15,0,0,1,1,1,1,1,3.97,3.0
5531,18,0,0,3,10,25,0,1,1,1,1,1,1.37,1.0
5532,15,1,2,2,25,0,0,3,1,1,1,1,3.92,3.0
5533,15,0,0,1,15,25,0,2,1,1,1,1,1.49,3.0
5534,18,0,1,1,20,30,0,3,1,1,1,1,1.89,3.0
5535,16,0,0,3,25,5,0,1,1,1,1,1,1.3,1.0
5536,15,0,1,1,20,30,0,2,1,1,1,1,1.29,3.0
5537,16,1,2,1,15,0,0,2,1,1,1,1,2.98,1.0
5538,18,1,2,1,15,0,0,1,1,1,1,1,2.73,1.0
5539,16,1,1,1,20,0,0,3,1,1,1,1,3.87,4.0
5540,17,1,2,1,15,30,0,1,1,1,1,1,1.49,2.0
5541,18,0,0,3,30,20,0,1,1,1,1,1,3.74,2.0
5542,17,0,1,3,20,5,0,1,1,1,1,1,1.6,4.0
5543,16,1,1,3,10,5,0,3,1,1,1,1,3.15,1.0
5544,16,1,1,1,10,10,0,1,1,1,1,1,1.64,2.0
5545,18,1,1,1,10,5,0,2,1,1,1,1,3.8,3.0
5546,16,1,2,3,10,25,0,1,1,1,1,1,3.5,3.0
5547,17,1,1,3,15,30,0,2,1,1,1,1,1.94,4.0
5548,15,0,1,3,10,25,0,1,1,1,1,1,2.51,4.0
5549,17,0,2,1,30,30,0,1,1,1,1,1,3.7,3.0
5550,15,1,1,2,30,15,0,2,1,1,1,1,2.41,3.0
5551,15,0,2,3,15,5,0,2,1,1,1,1,1.43,4.0
5552,17,1,1,2,25,25,0,2,1,1,1,1,3.23,2.0
5553,16,0,0,3,15,25,0,1,1,1,1,1,1.75,2.0
5554,15,0,1,3,25,10,0,2,1,1,1,1,2.96,4.0
5555,15,1,1,1,10,15,0,1,1,1,1,1,1.13,4.0
5556,16,1,2,1,15,10,0,2,1,1,1,1,1.22,3.0
5557,16,0,0,1,25,15,0,1,1,1,1,1,1.31,3.0
5558,16,0,0,1,15,5,0,2,1,1,1,1,1.75,4.0
5559,16,1,0,2,20,0,0,1,1,1,1,1,3.02,3.0
5560,16,1,0,1,30,15,0,3,1,1,1,1,3.29,2.0
5561,17,1,0,1,15,20,0,1,1,1,1,1,1.63,3.0
5562,16,1,0,2,10,30,0,3,1,1,1,1,2.28,4.0
5563,17,0,1,1,10,20,0,2,1,1,1,1,1.65,2.0
5564,17,1,1,1,10,30,0,3,1,1,1,1,1.89,2.0
5565,16,1,2,1,20,5,0,1,1,1,1,1,1.39,4.0
5566,18,1,2,1,30,20,0,1,1,1,1,1,1.68,4.0
5567,16,0,0,1,10,15,0,3,1,1,1,1,3.74,4.0
5568,18,0,0,3,20,0,0,1,1,1,1,1,1.83,1.0
5569,18,1,0,1,20,5,0,3,1,1,1,1,3.33,4.0
5570,17,0,1,2,25,0,0,1,1,1,1,1,3.01,4.0
5571,18,1,1,1,10,10,0,1,1,1,1,1,3.49,3.0
5572,18,1,1,2,30,5,0,3,1,1,1,1,2.65,3.0
5573,17,0,2,3,15,0,0,1,1,1,1,1,3.14,2.0
5574,16,0,0,3,30,10,0,3,1,1,1,1,1.63,3.0
5575,15,0,1,2,10,20,0,3,1,1,1,1,1.18,2.0
5576,15,0,2,1,20,0,0,1,1,1,1,1,2.1,4.0
5577,16,1,0,1,25,30,0,1,1,1,1,1,1.17,1.0
5578,17,1,2,1,20,5,0,1,1,1,1,1,3.52,3.0
5579,16,1,1,1,15,20,0,1,1,1,1,1,3.91,3.0
5580,16,0,0,3,15,0,0,3,1,1,1,1,2.73,2.0
5581,16,1,0,2,25,25,0,1,1,1,1,1,3.13,4.0
5582,15,1,2,1,30,15,0,1,1,1,1,1,3.54,2.0
5583,15,0,2,1,10,5,0,2,1,1,1,1,1.2,2.0
5584,16,1,0,2,10,20,0,2,1,1,1,1,3.49,1.0
5585,15,1,1,2,25,30,0,3,1,1,1,1,3.54,1.0
5586,16,1,0,1,25,0,0,2,1,1,1,1,1.77,2.0
5587,17,0,2,2,25,10,0,1,1,1,1,1,2.88,1.0
5588,17,0,1,1,15,5,0,1,1,1,1,1,3.15,3.0
5589,15,1,0,1,15,15,0,2,1,1,1,1,1.78,1.0
5590,15,1,0,3,20,30,0,1,1,1,1,1,3.72,1.0
5591,16,1,2,2,30,5,0,1,1,1,1,1,3.1,4.0
5592,15,1,2,1,20,30,0,2,1,1,1,1,1.22,4.0
5593,15,0,2,1,30,15,0,3,1,1,1,1,2.04,2.0
5594,16,1,1,2,10,5,0,1,1,1,1,1,1.21,4.0
5595,17,0,1,1,25,30,0,2,1,1,1,1,3.75,3.0
5596,18,1,1,3,10,20,0,3,1,1,1,1,3.06,2.0
5597,16,0,1,2,30,25,0,2,1,1,1,1,2.26,4.0
5598,15,1,1,3,20,30,0,1,1,1,1,1,1.65,4.0
5599,15,1,0,1,30,15,0,2,1,1,1,1,3.94,4.0
5600,17,0,1,2,10,25,0,1,1,1,1,1,1.71,4.0
5601,16,1,1,1,10,10,0,1,1,1,1,1,1.03,1.0
5602,16,1,0,1,15,5,0,3,1,1,1,1,1.49,1.0
5603,16,1,0,1,20,30,0,3,1,1,1,1,2.2,3.0
5604,17,0,0,2,10,5,0,3,1,1,1,1,3.04,1.0
5605,18,0,2,3,20,15,0,1,1,1,1,1,2.51,1.0
5606,17,0,1,3,30,25,0,2,1,1,1,1,2.53,2.0
5607,15,0,0,2,25,0,0,2,1,1,1,1,1.21,4.0
5608,15,1,2,2,25,20,0,2,1,1,1,1,2.75,1.0
5609,18,0,2,2,30,0,0,2,1,1,1,1,1.2,3.0
5610,15,1,0,2,30,5,0,3,1,1,1,1,1.82,2.0
5611,16,1,1,1,20,30,0,2,1,1,1,1,2.98,1.0
5612,18,1,0,2,20,30,0,1,1,1,1,1,2.62,1.0
5613,15,0,1,3,15,0,0,1,1,1,1,1,1.2,2.0
5614,16,1,1,3,20,10,0,2,1,1,1,1,1.18,4.0
5615,17,0,1,3,30,0,0,1,1,1,1,1,3.3,3.0
5616,18,1,0,2,25,25,0,2,1,1,1,1,3.95,4.0
5617,16,1,0,3,25,5,0,1,1,1,1,1,3.63,2.0
5618,18,0,2,3,15,30,0,3,1,1,1,1,2.73,3.0
5619,18,1,1,1,30,5,0,2,1,1,1,1,2.48,1.0
5620,15,1,2,3,10,15,0,3,1,1,1,1,2.65,1.0
5621,18,1,0,3,30,25,0,3,1,1,1,1,1.9,2.0
5622,17,1,0,3,15,30,0,1,1,1,1,1,3.32,3.0
5623,18,1,0,2,20,5,0,1,1,1,1,1,3.69,3.0
5624,15,1,2,2,15,10,0,1,1,1,1,1,2.55,3.0
5625,17,0,2,2,30,0,0,3,1,1,1,1,3.55,3.0
5626,18,0,1,3,25,15,0,1,1,1,1,1,2.07,4.0
5627,17,1,1,1,10,0,0,3,1,1,1,1,3.81,1.0
5628,15,1,1,2,15,0,0,3,1,1,1,1,1.22,2.0
5629,18,0,2,3,20,20,0,3,1,1,1,1,2.21,2.0
5630,16,0,2,3,25,10,0,2,1,1,1,1,1.38,4.0
5631,18,1,0,1,15,20,0,2,1,1,1,1,1.53,1.0
5632,16,0,1,3,30,15,0,2,1,1,1,1,1.8,3.0
5633,16,1,2,3,30,5,0,3,1,1,1,1,2.75,3.0
5634,18,1,1,3,30,30,0,1,1,1,1,1,3.13,4.0
5635,18,1,0,1,15,30,0,2,1,1,1,1,2.16,1.0
5636,18,0,1,1,15,10,0,1,1,1,1,1,1.56,3.0
5637,18,1,2,2,10,30,0,2,1,1,1,1,2.89,1.0
5638,15,0,1,3,15,25,0,2,1,1,1,1,2.01,2.0
5639,17,0,2,1,10,15,0,3,1,1,1,1,2.0,2.0
5640,15,1,0,3,15,0,0,3,1,1,1,1,1.95,1.0
5641,18,0,0,1,10,10,0,3,1,1,1,1,2.64,2.0
5642,18,0,2,2,30,25,0,3,1,1,1,1,1.72,2.0
5643,15,0,2,1,15,20,0,3,1,1,1,1,3.41,3.0
5644,18,0,2,1,10,5,0,2,1,1,1,1,2.46,4.0
5645,15,0,0,3,10,30,0,2,1,1,1,1,2.14,1.0
5646,16,0,0,3,30,0,0,1,1,1,1,1,1.46,2.0
5647,16,1,0,2,20,25,0,1,1,1,1,1,1.58,2.0
5648,15,0,2,2,10,30,0,1,1,1,1,1,1.73,3.0
5649,16,1,2,3,20,10,0,1,1,1,1,1,1.1,1.0
5650,17,1,0,2,15,0,0,3,1,1,1,1,3.53,2.0
5651,15,0,2,3,25,0,0,1,1,1,1,1,3.82,3.0
5652,17,1,1,3,20,20,0,1,1,1,1,1,2.51,3.0
5653,17,1,0,1,10,15,0,3,1,1,1,1,3.46,1.0
5654,17,1,2,2,20,15,0,3,1,1,1,1,2.9,3.0
5655,18,0,1,3,10,20,0,2,1,1,1,1,2.82,4.0
5656,17,1,0,2,10,15,0,2,1,1,1,1,2.94,1.0
5657,15,1,1,2,20,20,0,1,1,1,1,1,2.9,4.0
5658,16,0,1,2,30,20,0,2,1,1,1,1,3.5,1.0
5659,18,1,0,3,10,10,0,3,1,1,1,1,2.29,3.0
5660,17,0,2,1,30,25,0,3,1,1,1,1,3.67,1.0
5661,16,1,0,3,10,25,0,3,1,1,1,1,3.13,1.0
5662,16,0,1,2,20,10,0,3,1,1,1,1,2.87,2.0
5663,17,1,2,1,15,20,0,2,1,1,1,1,1.78,1.0
5664,18,1,2,1,25,0,0,3,1,1,1,1,3.51,4.0
5665,15,1,2,2,15,0,0,3,1,1,1,1,2.93,4.0
5666,17,0,2,3,15,25,0,2,1,1,1,1,3.91,1.0
5667,18,1,1,1,15,15,0,3,1,1,1,1,3.57,3.0
5668,18,1,0,2,10,5,0,2,1,1,1,1,2.73,2.0
5669,17,0,2,1,20,10,0,3,1,1,1,1,1.36,1.0
5670,18,0,1,1,10,10,0,3,1,1,1,1,2.12,2.0
5671,15,1,2,3,10,20,0,3,1,1,1,1,3.28,4.0
5672,17,0,1,1,25,0,0,1,1,1,1,1,2.73,3.0
5673,17,1,2,1,15,20,0,2,1,1,1,1,3.17,1.0
5674,15,1,2,1,15,15,0,1,1,1,1,1,2.17,4.0
5675,17,1,1,1,30,15,0,2,1,1,1,1,1.41,1.0
5676,15,0,1,1,10,15,0,1,1,1,1,1,2.63,4.0
5677,18,1,1,1,10,20,0,2,1,1,1,1,3.28,1.0
5678,16,0,1,2,15,15,0,1,1,1,1,1,2.85,2.0
5679,17,0,2,3,20,20,0,2,1,1,1,1,3.68,2.0
5680,17,1,2,3,10,10,0,1,1,1,1,1,3.75,3.0
5681,16,1,1,2,30,5,0,2,1,1,1,1,3.14,3.0
5682,15,1,2,3,25,20,0,2,1,1,1,1,3.44,3.0
5683,16,0,1,1,30,0,0,3,1,1,1,1,3.75,2.0
5684,16,0,0,2,10,0,0,3,1,1,1,1,3.3,4.0
5685,18,0,1,3,20,0,0,3,1,1,1,1,3.53,3.0
5686,18,1,2,2,20,0,0,2,1,1,1,1,2.12,3.0
5687,15,0,0,2,15,30,0,1,1,1,1,1,1.01,1.0
5688,16,0,1,2,25,25,0,2,1,1,1,1,2.15,1.0
5689,16,0,1,1,20,0,0,3,1,1,1,1,3.66,2.0
5690,18,1,2,3,15,15,0,1,1,1,1,1,3.69,4.0
5691,16,1,0,2,10,15,0,1,1,1,1,1,1.37,4.0
5692,18,1,0,1,30,20,0,2,1,1,1,1,3.41,1.0
5693,18,1,0,1,15,10,0,2,1,1,1,1,2.5,2.0
5694,15,1,2,1,20,20,0,3,1,1,1,1,1.53,2.0
5695,18,1,2,1,25,25,0,1,1,1,1,1,1.08,4.0
5696,15,0,2,1,20,30,0,1,1,1,1,1,2.71,1.0
5697,18,1,1,3,10,5,0,1,1,1,1,1,1.7,3.0
5698,16,0,1,2,10,10,0,3,1,1,1,1,2.92,3.0
5699,17,1,1,2,20,0,0,3,1,1,1,1,1.27,4.0
5700,17,1,2,3,15,20,0,1,1,1,1,1,3.59,4.0
5701,15,0,1,1,30,25,0,1,1,1,1,1,3.68,4.0
5702,18,0,2,3,10,5,0,2,1,1,1,1,1.76,3.0
5703,17,0,1,3,25,5,0,1,1,1,1,1,3.22,2.0
5704,17,1,1,3,20,15,0,2,1,1,1,1,3.33,2.0
5705,18,0,2,2,10,20,0,2,1,1,1,1,2.66,4.0
5706,18,0,2,3,15,20,0,3,1,1,1,1,3.01,1.0
5707,15,1,2,1,10,10,0,1,1,1,1,1,1.01,2.0
5708,18,0,0,1,25,5,0,1,1,1,1,1,2.39,1.0
5709,16,0,0,1,20,10,0,2,1,1,1,1,2.61,2.0
5710,16,1,0,3,30,15,0,1,1,1,1,1,2.88,1.0
5711,18,1,0,2,20,0,0,3,1,1,1,1,3.04,4.0
5712,18,1,2,2,10,0,0,1,1,1,1,1,3.45,2.0
5713,17,1,1,3,25,0,0,2,1,1,1,1,2.99,2.0
5714,15,0,0,2,25,20,0,1,1,1,1,1,3.29,4.0
5715,15,0,0,3,20,20,0,2,1,1,1,1,1.08,2.0
5716,18,0,1,3,10,25,0,2,1,1,1,1,1.15,3.0
5717,15,0,2,3,20,15,0,2,1,1,1,1,2.84,4.0
5718,17,0,1,2,30,25,0,3,1,1,1,1,3.69,3.0
5719,17,0,1,3,15,5,0,1,1,1,1,1,1.49,1.0
5720,18,1,0,1,30,0,0,3,1,1,1,1,3.88,2.0
5721,15,0,2,3,15,30,0,3,1,1,1,1,1.38,4.0
5722,16,0,2,2,10,15,0,1,1,1,1,1,2.25,3.0
5723,16,1,1,1,20,15,0,3,1,1,1,1,3.17,2.0
5724,16,1,1,3,25,30,0,1,1,1,1,1,3.18,3.0
5725,17,1,1,3,10,25,0,1,1,1,1,1,2.21,4.0
5726,15,1,2,1,30,25,0,1,1,1,1,1,3.75,2.0
5727,15,1,1,3,10,0,0,2,1,1,1,1,1.26,2.0
5728,15,1,2,3,20,20,0,1,1,1,1,1,3.29,1.0
5729,17,1,1,3,10,25,0,1,1,1,1,1,3.57,3.0
5730,16,1,0,1,30,20,0,2,1,1,1,1,3.34,3.0
5731,18,1,1,2,15,20,0,3,1,1,1,1,2.85,4.0
5732,17,0,0,3,20,15,0,2,1,1,1,1,2.54,4.0
5733,16,1,2,3,15,15,0,2,1,1,1,1,3.37,1.0
5734,15,1,2,2,20,10,0,1,1,1,1,1,2.18,3.0
5735,17,1,0,3,15,20,0,1,1,1,1,1,3.34,3.0
5736,18,1,1,3,10,25,0,2,1,1,1,1,1.5,3.0
5737,18,1,0,3,30,10,0,3,1,1,1,1,1.12,3.0
5738,18,1,1,2,25,5,0,1,1,1,1,1,3.5,1.0
5739,16,0,1,2,15,25,0,3,1,1,1,1,3.5,4.0
5740,18,1,1,2,10,25,0,2,1,1,1,1,3.06,4.0
5741,17,0,1,2,15,20,0,3,1,1,1,1,2.5,2.0
5742,15,0,0,1,25,15,0,3,1,1,1,1,2.31,2.0
5743,17,0,2,1,25,25,0,2,1,1,1,1,3.93,4.0
5744,18,1,0,2,15,20,0,1,1,1,1,1,2.75,4.0
5745,15,1,0,1,30,25,0,1,1,1,1,1,2.45,4.0
5746,16,1,0,3,25,10,0,2,1,1,1,1,3.34,4.0
5747,17,1,2,3,25,20,0,3,1,1,1,1,1.9,3.0
5748,16,0,1,2,30,30,0,1,1,1,1,1,1.76,4.0
5749,18,0,0,1,25,25,0,1,1,1,1,1,3.62,3.0
5750,16,0,1,1,25,15,0,2,1,1,1,1,1.68,2.0
5751,17,1,2,3,10,5,0,1,1,1,1,1,2.41,4.0
5752,17,0,0,3,20,30,0,1,1,1,1,1,1.03,2.0
5753,15,0,2,1,10,30,0,1,1,1,1,1,1.68,4.0
5754,15,1,1,3,25,5,0,1,1,1,1,1,3.95,2.0
5755,15,1,0,1,15,25,0,3,1,1,1,1,1.94,2.0
5756,16,0,0,2,15,5,0,2,1,1,1,1,2.75,4.0
5757,16,0,0,1,20,25,0,3,1,1,1,1,1.9,4.0
5758,17,1,1,2,10,10,0,2,1,1,1,1,1.29,2.0
5759,18,0,2,2,10,20,0,2,1,1,1,1,3.86,2.0
5760,17,0,2,2,30,25,0,2,1,1,1,1,1.61,1.0
5761,18,0,2,1,30,20,0,2,1,1,1,1,2.09,1.0
5762,17,1,2,2,20,20,0,3,1,1,1,1,3.69,2.0
5763,16,1,0,3,10,20,0,2,1,1,1,1,2.33,3.0
5764,16,0,2,1,30,30,0,1,1,1,1,1,2.49,1.0
5765,17,1,0,2,15,0,0,3,1,1,1,1,2.3,2.0
5766,16,0,0,2,10,5,0,2,1,1,1,1,2.64,2.0
5767,16,1,2,3,20,20,0,3,1,1,1,1,2.86,1.0
5768,18,0,0,3,25,20,0,1,1,1,1,1,3.04,2.0
5769,17,0,2,2,15,5,0,2,1,1,1,1,2.56,1.0
5770,15,0,2,3,15,10,0,2,1,1,1,1,1.9,1.0
5771,15,1,1,2,30,15,0,1,1,1,1,1,1.54,4.0
5772,18,0,1,1,15,15,0,3,1,1,1,1,3.05,3.0
5773,17,1,1,2,30,5,0,2,1,1,1,1,1.3,2.0
5774,17,0,1,3,20,5,0,1,1,1,1,1,3.86,1.0
5775,16,0,2,3,10,0,0,3,1,1,1,1,1.86,2.0
5776,16,1,0,1,25,10,0,3,1,1,1,1,2.43,4.0
5777,15,0,2,1,10,25,0,2,1,1,1,1,2.23,2.0
5778,15,1,0,3,30,0,0,3,1,1,1,1,2.7,3.0
5779,18,1,1,3,15,25,0,2,1,1,1,1,1.77,2.0
5780,17,0,0,1,25,25,0,3,1,1,1,1,1.31,4.0
5781,15,1,1,2,20,5,0,1,1,1,1,1,1.66,1.0
5782,17,1,2,3,25,30,0,1,1,1,1,1,1.27,3.0
5783,16,1,2,1,15,20,0,2,1,1,1,1,3.5,3.0
5784,18,1,1,1,30,5,0,1,1,1,1,1,1.42,4.0
5785,17,1,1,3,30,15,0,3,1,1,1,1,2.86,1.0
5786,16,1,1,1,15,20,0,2,1,1,1,1,2.78,2.0
5787,16,0,1,3,20,10,0,1,1,1,1,1,3.41,1.0
5788,18,0,1,1,20,20,0,3,1,1,1,1,2.79,3.0
5789,15,0,2,3,10,20,0,1,1,1,1,1,1.48,3.0
5790,16,0,1,2,25,25,0,2,1,1,1,1,3.59,1.0
5791,16,1,0,2,30,15,0,1,1,1,1,1,1.67,1.0
